full_date,date,weekday,time,mood,activities,note
2019-01-26,26 de janeiro,sábado,17:00,bem,"na cama","descobri que não é so meu quarto que é gostoso, minha sala é incrivelmente boa pra ficar, pena que meus pais ficam lá 1000% do tempo"
2019-01-26,26 de janeiro,sábado,00:06,bem,"amigos | descanso","gastando a onda. com os menino lá na marinha, geral na 🌊"
2019-01-25,25 de janeiro,sexta-feira,23:50,neutro,"amigos","FUDEU FIQUEI PRESO NO ELEVADOR AAAAAAAAA"
2019-01-25,25 de janeiro,sexta-feira,22:07,bem,"boa refeição | amigos","aí eu comi bem pra caralho holly"
2019-01-25,25 de janeiro,sexta-feira,19:01,bem,"","a num sei oq peguei chuva com jukyana, Arthur, e Michel pra festa de Andrezza"
2019-01-25,25 de janeiro,sexta-feira,00:59,bem,"ouvindo música | na cama","pensando se realmente vale a pena trocar de um celular que é caro pra caralho, sendo que eu já sou feliz com o meu...sei que a atenção que eu vou ganhar e. meu ego que vai aumentar por ter algo que ninguém vai ter. tão cedo vai ser foda, mas não sei se compensa (não tô fazendo muito esforço além do site)....mês que vem posso comprar essa merda, ou não... VOU VER SE MES WUE VEM COMO VAI TA COM ANDAMENTO DO MEU HYPE E DE COMO VAI MEU CELULAR NOVO"
2019-01-24,24 de janeiro,quinta-feira,22:38,bem,"ouvindo música","catando altao eu amo você Tim maia"
2019-01-24,24 de janeiro,quinta-feira,01:16,bem,"na cama","bem Mec aqui deitado do ar condicionado gostosinho"
2019-01-23,23 de janeiro,quarta-feira,23:30,bem,"jogando | descanso | alguem no meu lar","saudades de joga um Odyssey"
2019-01-23,23 de janeiro,quarta-feira,15:02,bem,"jogo de baralho | amigos | descanso","rolê insane no pda gostosinho nesse calor fino do fino da bola, tava maneiro... Vinícius e July melhores desse rolê"
2019-01-22,22 de janeiro,terça-feira,20:00,bem,"podcast | viagem/passeio","Nerdcast no carro de Enem voltando pra casa"
2019-01-22,22 de janeiro,terça-feira,16:00,bem,"violão | amigos | na cama | descanso","descanso tocando guitarra na casa de Phelippe Deus DMS mo sonao"
2019-01-22,22 de janeiro,terça-feira,10:01,radiante,"praia/piscina | amigos","praia das dunas again, só que dessa vez me enterrei na areia e consegui completar um mortal foda"
2019-01-21,21 de janeiro,segunda-feira,23:30,bem,"praia/piscina | boa refeição | perdendo forte | amigos | descanso","orla da praia do forte gastando a onda máxima eu tava bonito certeza dms mano, mas as fotos saíram uma merda foda....."
2019-01-21,21 de janeiro,segunda-feira,19:30,bem,"amigos","shoppingzada com a rapaziada de cabo frio pika demais, fui na para de dar susto, comprei minha capinha e um sabonete de melancia que custo 25 reais, não me arrependo de nada"
2019-01-21,21 de janeiro,segunda-feira,11:30,radiante,"praia/piscina | amigos | descanso | viagem/passeio","Armação de Búzios fica demais mano, praia de João Fernandes paradisíaca, andei de Stand Up pica DMS foi tudo tão linfo"
2019-01-20,20 de janeiro,domingo,23:45,bem,"perdendo forte | amigos | descanso","de noite brabo demais aqui rindo pra caralho em casa enquanto fazia nossa janta foda demais"
2019-01-20,20 de janeiro,domingo,21:15,bem,"exercício físico | amigos | descanso","na praça da vila do sol praticando Disney infinity e fazendo barra andando de skate e vivendo e revendo infância SSDs pika"
2019-01-20,20 de janeiro,domingo,18:30,neutro,"na cama","sono pra caralho queria fazer algo"
2019-01-20,20 de janeiro,domingo,13:45,bem,"violão | amigos | na cama | descanso","trocamos ideia e legião urbana Deus again"
2019-01-20,20 de janeiro,domingo,10:44,bem,"praia/piscina | amigos | descanso","praia das dunas fino"
2019-01-19,19 de janeiro,sábado,20:00,radiante,"praia/piscina | amigos | descanso","fui na praia da escadaria de noite coisa mais. linda que já vi na vida aqui no Rio de janeiro ok respeitar, me senti vivo Holly maravilhoso"
2019-01-19,19 de janeiro,sábado,15:33,radiante,"perdendo forte | na cama","perdi tudo que tinha com o bloco vaca"
2019-01-19,19 de janeiro,sábado,10:30,bem,"praia/piscina | amigos | descanso","tava na praia das dunas interessante água linda e pika"
2019-01-18,18 de janeiro,sexta-feira,06:30,neutro,"podcast | amigos | na cama | descanso","filha da puta está deitado com minha futura esposa nessa porra agarradinhos, tive um leve grande pra caralho invejao. Parada da fake news me assustou mrm, HYPERNORMALIZATION, vai ser o fim da verdade"
2019-01-18,18 de janeiro,sexta-feira,02:32,radiante,"perdendo forte | jogo de baralho | amigos | descanso","jogando duvido e poker com os Thamiris, Michel e Yohanna, pika demais"
2019-01-17,17 de janeiro,quinta-feira,21:35,radiante,"praia/piscina | violão | amigos | descanso","tocando violão na praia e. solando pra caralho em sol maior uma delícia, muito gostoso manoooo...música é maravilhoso, sinto que aquele ambiente me deu habilidades"
2019-01-17,17 de janeiro,quinta-feira,18:34,radiante,"ouvindo música | vídeo/live | amigos | descanso | viagem/passeio","confortável na viagem com Michel indo pra cabo frio foi o fino a viagem"
2019-01-17,17 de janeiro,quinta-feira,05:46,bem,"ouvindo música | descanso","sonhando muito aqui na varanda, pensando no iPhone e na viagem pro Chile"
2019-01-16,16 de janeiro,quarta-feira,23:30,radiante,"ouvindo música | boa refeição | filme/série | cafuné | violão | amigos | descanso","a mano a. Nice rolê que vou sentir saudade. Amigos, pizza, filmes, karaokê...e. cafuné gostosão MT fofo de tori...confesso que deu uma leve paudurecida"
2019-01-16,16 de janeiro,quarta-feira,19:34,radiante,"ouvindo música | descanso","manter apenas meclord aqui nessa porra estou shavezao tomando vento gelado pensando na vida, ouvindo Lana"
2019-01-15,15 de janeiro,terça-feira,05:36,bem,"jogando | amigos","jogando minezada com os meno gastando a onda, talvez umddia eu vá sentir saudades dessa adolescência pra caralho"
2019-01-15,15 de janeiro,terça-feira,04:43,bem,"","falando com Camilly aqui"
2019-01-14,14 de janeiro,segunda-feira,19:37,bem,"ouvindo música | boa refeição | punheta | vídeo/live | violão | amigos | na cama | descanso","desculpa dia random das férias não lembro muito de vc mas tenho certeza oq rolo"
2019-01-13,13 de janeiro,domingo,06:08,bem,"na cama | droga","dopadasso de Rivotril"
2019-01-12,12 de janeiro,sábado,19:10,radiante,"ouvindo música | busão","sentei na janela do 532 muito boa as fuck, geladinho e fiquei vendo e apreciando o cenário que me deixava com um sentimento de conforto sem explicação, eu acho que nesse tipo de momento eu sou um dos seres mais estáveis bque existem no quesito de felicidade...ouvindo música boa btw"
2019-01-12,12 de janeiro,sábado,17:30,bem,"boa refeição | filme/série | amigos","filmezada gostoso com os meno no plaza, me sinto muito bem naquele lugar é uma delícia...parece que"
2019-01-11,11 de janeiro,sexta-feira,10:25,bem,"clima fino","cheguei em casa Full Mec, clima Zinho bom...me senti bem sério...vim de Uber tbm"
2019-01-11,11 de janeiro,sexta-feira,04:13,radiante,"amigos | clima fino","gostosinho aqui no frio vendo merda (cobra) com os meno, sem preocupação nenhuma na vida com pança cheia. Cada. de Kluivert é MT confortável se tu for pra ficar acordado"
2019-01-10,10 de janeiro,quinta-feira,19:09,bem,"ouvindo música | boa refeição | jogando | perdendo forte | violão | amigos | descanso","joguei poker. com os meno gastando uma onda e ficamos dando o cu sem fazer nada o dia foi pika"
2019-01-09,9 de janeiro,quarta-feira,15:39,neutro,"","foi um dia mais ou menos tlgd, conversei com minha mãe, mas graças a Deus ela não fez nada nem porra nenhuma.... só que meu primo deu uma tiltadinha aí e foda"
2019-01-09,9 de janeiro,quarta-feira,07:07,bem,"na cama","mano sono da mo onda do caralho KKKKKKKKKKK"
2019-01-09,9 de janeiro,quarta-feira,02:14,bem,"ouvindo música | vídeo/live","cheguei até a toma um susyo com Tim Maia nessa porra na. live do jukeira muito bom porra"
2019-01-08,8 de janeiro,terça-feira,20:15,bem,"boa refeição | amigos","comi pra caralho muito gostoso as comidas com Lucas saudades desse.meno"
2019-01-07,7 de janeiro,segunda-feira,19:40,bem,"boa refeição | amigos","cheguei no terminal e comi pra CARALHO MT bom"
2019-01-07,7 de janeiro,segunda-feira,19:20,radiante,"descanso","ver o pôr do sol ouvindo uma música havaiana calma (Hawaii 78') me senti muito bem sério, minha alma transcendeu ali"
2019-01-07,7 de janeiro,segunda-feira,17:40,bem,"ouvindo música | amigos | busão","gosto pra caralho de ouvir um podcast em.um lugar lindo de ônibus MT bom, engenho do mato é pika. Niterói em.si é foda"
2019-01-07,7 de janeiro,segunda-feira,15:19,radiante,"praia/piscina | amigos","passeando com Michel pelo bairro de Itacoatiara pedindo água e descobri que geral é pau no cu, menos duas pessoas pika uma tia Inês MT fofa e uns maluco lá."
2019-01-07,7 de janeiro,segunda-feira,13:18,neutro,"praia/piscina | amigos","quase me afoguei nessa porra"
2019-01-07,7 de janeiro,segunda-feira,12:16,bem,"praia/piscina | ouvindo música | amigos | descanso","com o Michel na praia e com uns semi random ae"
2019-01-06,6 de janeiro,domingo,02:34,bem,"ouvindo música | violão | droga | descanso","não usei drogas mas tô.sobre o efeito dela ainda, meus pés estão MT estranhos sla"
2019-01-05,5 de janeiro,sábado,20:46,neutro,"na cama","bateu naquela hora que eu realizei que Arthur é um tremendo de um filha da puta talarico e eu poderia estar com ela, mas tudo bem não me importo tanto assim pra arrumar desgraça com ele...watever ela meteu um melhor assim...tiltei. Aí antes disso fiquei só deitado apreciando a bad"
2019-01-05,5 de janeiro,sábado,18:45,radiante,"ouvindo música | amigos | na cama | descanso","batendo o bom papo dançando, ouvindo Tim Maia, a porra toda mano...tava muito bom e gostoso"
2019-01-04,4 de janeiro,sexta-feira,20:14,neutro,"jogando","espero que esse. clima merda saia logo. mano, parece que não tem nada certo e eu tô vivendo uma grande mentira mano AFF que merda"
2019-01-04,4 de janeiro,sexta-feira,16:04,mal,"na cama","calor filha da puta to deitado o dia todo nessa merda suqndk que nem um porco cheio de sono"
2019-01-04,4 de janeiro,sexta-feira,07:29,neutro,"na cama | droga","tá uma doidera só lek o bagulho tá doido DMS"
2019-01-04,4 de janeiro,sexta-feira,07:06,bem,"na cama | droga","marola te forte até AGR"
2019-01-03,3 de janeiro,quinta-feira,22:15,neutro,"ouvindo música | na cama | droga","tô muito distante da minha realidade, além disso toda hora to sentindi coisas que não existem AFF...além disso to pensando no pior mano...eu acho que esse foi o último trago dentro de. casa sério, não sei como vou fumar mais, além de. ter. esse peso na consciência todo, tem a porra da desconfiança pra todo lugar lek..... é foda mano fiquei atw um pouco triste foda"
2019-01-03,3 de janeiro,quinta-feira,18:35,neutro,"","minha mãe me descobriu nessa porra to my triste e puto, não era pra porra do Arthur subir mano deu pala pra caralho vtnc fodasse. Agr ela sabe que eu fumei maconha...na real eu acho que isso deu mais problema do que me resolveu tlgd...não sei se vou continuar lek...to bastante triste e meio angustiado com a porra do clima tá aqui em casa tá foda"
2019-01-03,3 de janeiro,quinta-feira,03:20,bem,"ouvindo música | lendo | jogando | vídeo/live | violão | amigos | na cama | descanso","gastei muito a onda com o meno, jogamo comemo, Lemo livro, tocamos pra caramba foi foda, Casa de. Claivr"
2019-01-02,2 de janeiro,quarta-feira,21:00,bem,"boa refeição | amigos","Guanabara comendo com os brothers"
2019-01-02,2 de janeiro,quarta-feira,18:24,neutro,"droga","mano maconha é foda essa porta....eu acho que minha mãe quer falar alguma coisa CMG e eu tô com medo de ela achar que é cigarro dnv nessa porra pq o bobo do Arthur nessa porra. subiu pra fumar mais nesse caralho mesmo eu pedindo pra não aí denunciou a porra toda lol"
2019-01-01,1 de janeiro,terça-feira,14:00,bem,"ouvindo música | boa refeição | amigos | na cama | descanso","churrascada pika"
2018-12-31,31 de dezembro,segunda-feira,22:32,bem,"praia/piscina | ouvindo música | amigos | droga | festa","fumei a braba e bebi uns gole do bom...falei com emille mó saudades de bater um papo, ela bêbada é um amorzinho ae falou que eu tava fofinho e tava muito perto de mim até achei que a gnt ia se beijar tlgd"
2018-12-30,30 de dezembro,domingo,04:23,neutro,"punheta","punheta g"
2018-12-29,29 de dezembro,sábado,02:31,bem,"ouvindo música | vídeo/live | violão | amigos | na cama | descanso",""
2018-12-28,28 de dezembro,sexta-feira,12:23,neutro,"na cama","to rajadao pq acho que minha mãe descobriu que eu fumei, mas não sei se é maconha...vou descobrir nas próximas horas a conversa que eu vou ter...as vezes eu tô paranóico e é só Disney minha e ela acha que eu só bebi...Pq impossível eles descobrirem minha maconha não deixei nada no chão naquela porra.....hmmm"
2018-12-28,28 de dezembro,sexta-feira,12:23,neutro,"","to rajadao pq acho que minha mãe descobriu que eu fumei, mas não sei se é maconha...vou descobrir nas próximas horas a conversa que eu vou ter...as vezes eu tô paranóico e é só Disney minha e ela acha que eu só bebi...Pq impossível eles descobrirem minha maconha não deixei nada no chão naquela porra.....hmmm"
2018-12-28,28 de dezembro,sexta-feira,04:43,bem,"na cama | droga","to Mec highlight ora caralho na cama mas tá. tudo bem"
2018-12-28,28 de dezembro,sexta-feira,03:44,neutro,"droga","mano minha mãe tava. la enquanto eu tava fumando MDS que doidera quase fui descoberto"
2018-12-27,27 de dezembro,quinta-feira,04:43,bem,"ouvindo música | punheta | jogando | vídeo/live | violão | na cama | descanso","dia padrão frio gostoso nada demais...."
2018-12-26,26 de dezembro,quarta-feira,16:52,mal,"jogando | na cama","enjôo do caralho mano porra é essa, to MT mal, ter labirintite é uma merda"
2018-12-25,25 de dezembro,terça-feira,15:26,bem,"ouvindo música | boa refeição | punheta | jogando | filme/série | na cama | descanso | festa","Terminei bird box, joguei bastante assassinos, comi mt"
2018-12-24,24 de dezembro,segunda-feira,23:25,bem,"boa refeição","natal na Tijuca, vtnc que clima gostoso lá com cheiro de serra e friozinho em pleno dezembro, alta classe social junto com gente pika....tudo nosso nada deles. Nunca comi tanto vsfd"
2018-12-24,24 de dezembro,segunda-feira,18:07,neutro,"","que porra. de sentimento amargo de nunca poder pegar Duda irmã de Thifany, é mole KKKKKKKKKKK, Michel filha da puta AAAAAAAAAAA"
2018-12-23,23 de dezembro,domingo,16:11,bem,"na cama | droga","mano tô numa vibe muuto sinistra, não e de maconha, mas. eu não tô são...WTF to muito acelerado o baguhoo tá MT doido, começou com eu ficando ansioso com ir lá na praia, AGR to doido"
2018-12-23,23 de dezembro,domingo,15:24,bem,"praia/piscina","sentei na praia conversei com meu pai meclord olhando a praia na pedra, mt relaxante e gostoso"
2018-12-22,22 de dezembro,sábado,22:19,bem,"jogando | descanso","resumo do meu dia de adolescente cansado ae...xdd.. Mano Odyssey é muito bom, parece um the witcher stealth, jogo perfeito vtnc manoooo, a trama tbm tá muito boa até agr e bem curiosa"
2018-12-22,22 de dezembro,sábado,21:45,bem,"boa refeição | jogando","caralho que comida boa vai tomar no cuuuuuuu amo Strogonoff"
2018-12-21,21 de dezembro,sexta-feira,20:27,bem,"jogando | descanso","tinha acabado de mijar e pensado em amônia e lembrar do deus Amon como meu professor me disse, chego aqui no PC tento procurar os deuses no céu e acho quem??? ele msm amon"
2018-12-21,21 de dezembro,sexta-feira,19:27,nostálgico,"vídeo/live | na cama","mano quanto tempo não assisto o zangado que saudades daquela voz MDS"
2018-12-21,21 de dezembro,sexta-feira,16:27,nostálgico,"","tô lembrando aqui quando eu era apaixonado por Tarssila, e eu tinha vergonha toda ver que via ela queria nem saber de nada MT fofa"
2018-12-21,21 de dezembro,sexta-feira,15:29,bem,"jogando | descanso","esfriou e zerei Ac Origins, que jogo foda vai tomar no cu MT bom a história mano, cheguei a arrepiar na parte que o crânio da águia cai e faz o símbolo dos assassinos. E o final lá em menfis com as pirâmides de. fundo"
2018-12-20,20 de dezembro,quinta-feira,12:42,bem,"na cama | droga","ver. como ficar em casa chapado sem dar pala hmmm???"
2018-12-20,20 de dezembro,quinta-feira,12:40,bem,"punheta | jogando | vídeo/live | perdendo forte | na cama | droga","na droga DMS maocnha fumada no terraço de dia. Passei as fotos pra cá de July, caralho como essa garota é gostosa, eu preciso muito comer ela dps que terminar com Arthur"
2018-12-20,20 de dezembro,quinta-feira,10:30,bem,"droga","acendendo o farol lá em cima"
2018-12-19,19 de dezembro,quarta-feira,18:44,bem,"ouvindo música | violão | amigos | na cama | alguem no meu lar","sono e Calô pra caralho, dormi muito. Dps disso só fui jogar. Origins"
2018-12-19,19 de dezembro,quarta-feira,08:47,bem,"jogando","mano tava dirigindo a porra de um carro com câmbio embreagem e a porra toda"
2018-12-19,19 de dezembro,quarta-feira,06:45,bem,"amigos | na cama | descanso","surfando na web com os garotos, no friozinho gostoso do ar...me senti muito bem"
2018-12-19,19 de dezembro,quarta-feira,05:41,bem,"ouvindo música","ouvindo mandagora no fone pika"
2018-12-19,19 de dezembro,quarta-feira,05:23,bem,"amigos | na cama | droga","estou do lado de Michel e arhru meio sóbrio, batendk bom papo e viajando"
2018-12-19,19 de dezembro,quarta-feira,01:52,bem,"perdendo forte | amigos | na cama | droga","to muito muito bêbado MDS KKKKKKKKKKK perdi tudo dancei os caralhoooioiiiiiooo a 4, muito bom"
2018-12-18,18 de dezembro,terça-feira,23:46,bem,"amigos | festa","o bagukho tava ficando doido lekao"
2018-12-18,18 de dezembro,terça-feira,14:20,neutro,"ouvindo música | amigos","fino do fino mané carakho, KKKKKKKKKKK só que tava calor pra caralho"
2018-12-17,17 de dezembro,segunda-feira,20:54,bem,"perdendo forte | violão | amigos | na cama | alguem no meu lar","rolê com July, Ary, Michel e Arthur. Tocando violão do fino do fino na rua, batemo o papo do papo isso ae"
2018-12-17,17 de dezembro,segunda-feira,17:00,bem,"ouvindo música | vídeo/live | perdendo forte | violão | amigos | descanso | alguem no meu lar","July, Arthur, ARY e Michel na minha casa fazendo nada"
2018-12-17,17 de dezembro,segunda-feira,15:24,bem,"droga | alguem no meu lar","to batido pra caralhokkkkkkkkkkkkkkkkk"
2018-12-17,17 de dezembro,segunda-feira,02:13,radiante,"amigos | droga","momento mais doido da minha vida mano, eu tava falando sozinho cmg mesmo, simulando num diálogo, parecia até um sonho lúcido"
2018-12-17,17 de dezembro,segunda-feira,01:46,bem,"droga | alguem no meu lar","fuma droga em casakkkkkkk"
2018-12-16,16 de dezembro,domingo,17:27,bem,"amigos | droga | alguem no meu lar","fumando pipe dentro de casakkkkkkkkk"
2018-12-16,16 de dezembro,domingo,15:26,bem,"ouvindo música | jogando | amigos | descanso","meclord na casa. de july com os brother jogando"
2018-12-16,16 de dezembro,domingo,00:09,bem,"ouvindo música | jogando | descanso","mano MT feliz nessa porra que eu tô jogando Ac Origins no fino do fino.....vtnc tô MT feliz com o Pc mil grau"
2018-12-15,15 de dezembro,sábado,16:09,bem,"","almocei Mec e instalei a. placa tá rodando namoral"
2018-12-15,15 de dezembro,sábado,14:00,bem,"compras","se não estivesse fazendo 377272° C na rua e carregando peso eu estaria radiante, mas tudo bem"
2018-12-15,15 de dezembro,sábado,09:30,bem,"busão | barca","vamo que vamo pro Rio solo, olhando as mais lindas paisagens urbanas"
2018-12-15,15 de dezembro,sábado,08:05,bem,"","bo comprar a caralha da placa"
2018-12-14,14 de dezembro,sexta-feira,17:31,neutro,"","to meio rajadao, tirei uma nota baixa pra caralho em física e minha mãe falou que não vou pra festa, cancelei a porra do rolê"
2018-12-14,14 de dezembro,sexta-feira,16:32,bem,"boa refeição | perdendo forte | amigos | descanso","tomando açaí com os meno no Beto, MT gostoso"
2018-12-14,14 de dezembro,sexta-feira,07:41,bem,"droga","filho to no crack aínda WTF, não sei se é sono ou se é só maocnha, ou se é os dois"
2018-12-13,13 de dezembro,quinta-feira,22:26,puto,"","caralho to cansado, fedendo, com sono pra caralho, e estressado....porra de relatório."
2018-12-13,13 de dezembro,quinta-feira,16:55,neutro,"","caralho bo começar o relatório, chama.."
2018-12-13,13 de dezembro,quinta-feira,09:15,bem,"droga | busão","tô na brisa desde que acordei, mas AGR tá bem mais forte Holly....vou chegar no colégio beber bastante água relaxar e concentrar pra fazer uma boa prova"
2018-12-12,12 de dezembro,quarta-feira,18:22,radiante,"ouvindo música | busão","cheguei em Alcântara escutando Tim Maia o cara toca mt"
2018-12-12,12 de dezembro,quarta-feira,17:36,bem,"droga | busão","vamo ver aqui todas as coisas que nao posso esquecer. Eu fazendo beat box, caindo no chão, começando até bad vibes, só que sozinho, foi muito bom....tem mais porém não lembro muito....Comecei a comer o chão, subindo o morro e achando que era. uma montanha"
2018-12-12,12 de dezembro,quarta-feira,17:35,radiante,"na escola | boa refeição | perdendo forte | amigos | droga","Chapante demais"
2018-12-12,12 de dezembro,quarta-feira,03:55,bem,"na cama","caralho tava vendo umas artes muito lindas que me deixa muito confortável de paisagens pintadas, fora do meu alcance, mas muito lindas."
2018-12-11,11 de dezembro,terça-feira,02:55,bem,"call | na cama | droga","mesmos efeitos de sempre não consigo concluir frases simples e Mec lord..... KKKKKKKKKKK eu to muito high"
2018-12-10,10 de dezembro,segunda-feira,22:22,bem,"ouvindo música | descanso","como eu gosto de Tim Maia meu deus"
2018-12-10,10 de dezembro,segunda-feira,15:18,bem,"ouvindo música | lendo | jogando | vídeo/live | filme/série | cafuné | perdendo forte | amigos | na cama | descanso","Rolê completo teve de tudo, fiquei MT feliz conheci a casa dela toda pika dms. Discutimos filosofias básica do antropoceno, ser humano e o individualismo, razão sobre emoção, todas práticas Aristoleticas, valores de moral, materialismo e espiritualismo, dogmas, enfim muita coisa. E TUDO ISSO AO SOM DE TIM MAIA E LIL PEEP. Foi muito bom, ela é muito fofa não sei que pq não investi mais nessa garota...ela é foda demais....  Não fiquei com ela, apesar de querer muito....porraaaa MT gostosa fiz o máximo de carinho respeitador, no máximo beijo no pescoço."
2018-12-09,9 de dezembro,domingo,18:47,bem,"igreja","central do avivamento forçado, tô sem graça aqui quieto, mas to Mec em lugar acolhedor, os caras sabem acolher MT fofo os irmãos na entrada"
2018-12-09,9 de dezembro,domingo,18:25,neutro,"violão | na cama","tava foda eu sendo obrigado a ir pra igreja"
2018-12-09,9 de dezembro,domingo,17:52,bem,"","clima bom pra caralho de domingo meclord, nada pra fazer"
2018-12-09,9 de dezembro,domingo,04:11,bem,"vídeo/live | filme/série | call | amigos | na cama","trocando idéia muito bom com July, vendo Rick And Morty, Final Space e os carakho a 4"
2018-12-08,8 de dezembro,sábado,21:12,neutro,"","fiz porra nenhuma no dia todo, mas pelo menos to Mec"
2018-12-08,8 de dezembro,sábado,10:06,bem,"vídeo/live | na cama","KKKKKKKKKKK mano Rick And Morty é a minha série fodasse e muito bom essa porraaaaA"
2018-12-07,7 de dezembro,sexta-feira,16:29,bem,"amigos","rolê de. carro com Mayara muito fofa. do meu lado, eu namoraria essa garota fácil"
2018-12-07,7 de dezembro,sexta-feira,10:06,bem,"","cheguei rajadao porém Mec pq descobri que a placa de vídeo que dá pra. mim comprar ta MT barata e é melhor que a desgraça que Michel quer me roubar"
2018-12-07,7 de dezembro,sexta-feira,00:23,neutro,"na cama","pensando na vida"
2018-12-06,6 de dezembro,quinta-feira,23:21,bem,"perdendo forte","Michel querendo a placa dele de volta é mole"
2018-12-06,6 de dezembro,quinta-feira,20:22,neutro,"","voltei pra casa com uma placa de vídeo foda de mototaxi"
2018-12-05,5 de dezembro,quarta-feira,23:31,bem,"droga","caralho baforei DMS to MT high.mds KKKKKKKKKKK"
2018-12-05,5 de dezembro,quarta-feira,22:56,bem,"droga","baforei desedorante KKKKKKKKKKK caralho mo viagem"
2018-12-04,4 de dezembro,terça-feira,18:44,bem,"cafuné | amigos | busão","caralho que carinho e viagem boa, não botei um mínimo de hype, mas. essa filha da puta peituda e carinhosa me deu o Maximo de amor possível"
2018-12-04,4 de dezembro,terça-feira,01:04,bem,"ouvindo música | na cama","um pouco bêbado ouvindo coisa boa"
2018-12-03,3 de dezembro,segunda-feira,23:03,bem,"cafuné | amigos | na cama | droga | descanso","geral deitado reclamando da vida e eu fazendo cafuné ajudando mare no momento muito fofo, eu tenho MT pena dela"
2018-12-03,3 de dezembro,segunda-feira,22:01,bem,"beijar | amigos | droga | festa","fiquei com mare gostosa MT bom"
2018-12-03,3 de dezembro,segunda-feira,20:00,bem,"amigos | droga | festa","só com os brothers fino do fino manoo"
2018-12-03,3 de dezembro,segunda-feira,16:30,bem,"na escola | boa refeição | exercício físico | amigos | festa","melhor educação física de todas nesssa porra"
2018-12-03,3 de dezembro,segunda-feira,12:30,bem,"na escola","me senti bem muito bem btw"
2018-12-03,3 de dezembro,segunda-feira,01:09,bem,"na cama | droga","jmnutio high"
2018-12-03,3 de dezembro,segunda-feira,00:48,bem,"na cama | droga","consertando meu Pc nessa porra cheio de Rivotril"
2018-12-02,2 de dezembro,domingo,11:15,bem,"sonho","sonhei que vi Marcelle pelada gostosa DMS e tava jogando alguma coisa em um jogo de vôlei sla e dps comi salada de fruta musical"
2018-12-01,1 de dezembro,sábado,21:56,bem,"descanso","sensação de dever cumprido MT bom, estou mais Mec. Atualizei todas as redes sociais"
2018-12-01,1 de dezembro,sábado,18:30,radiante,"amigos","bati um papo e trocamos ideia com Átila, meu ídolo, nunca me senti tão feliz conversando com alguém, parecia que eu tava conversando com meu tio sobre ciência"
2018-12-01,1 de dezembro,sábado,16:30,radiante,"","tirei foto e gravei um vídeo, e o Atila falou que tava orgulhoso de mim. Sonho realizado"
2018-12-01,1 de dezembro,sábado,11:16,bem,"ouvindo música | jogando | descanso","que saudades do caralho de jogar e escutar um rockzao foda.... metállcia é MT bom"
2018-12-01,1 de dezembro,sábado,02:18,bem,"punheta | troca de nudes | amigos | na cama","comecei o mês bem pegando foto de Mariana meclord"
2018-11-30,30 de novembro,sexta-feira,23:12,bem,"ouvindo música | na cama","mec deitado na aqui no quarto só aguardando o sono vir"
2018-11-30,30 de novembro,sexta-feira,21:15,neutro,"","tédio do caralho nada pra fazer ae sla, tô sem um pente de RAM e tá travando pra caralho e tá me. irritando essa porra de Pc que ódio aff tomanocu caralho filha da puta"
2018-11-30,30 de novembro,sexta-feira,16:25,bem,"na escola","apresentei um trabalho, meu ego foi lá pra casa do caralho me senti muito professor...fino do fino sempre"
2018-11-30,30 de novembro,sexta-feira,10:14,neutro,"","acordei Mec não lembrando de porra nenhuma...de ontem, o Rivotril me fez dormir e não lembrar de nada"
2018-11-30,30 de novembro,sexta-feira,00:19,apaixonado,"na cama","leve sentimento de apaixonado aqui por Mayara"
2018-11-29,29 de novembro,quinta-feira,23:52,bem,"","agr to realmente sentindo o remédio"
2018-11-29,29 de novembro,quinta-feira,23:16,bem,"droga","bateu"
2018-11-29,29 de novembro,quinta-feira,23:11,bem,"droga","tomei uma pílula de Rivotril pra dormir mec"
2018-11-29,29 de novembro,quinta-feira,15:45,bem,"ouvindo música | amigos | descanso | viagem/passeio","passeio com os meno no meio da aula meclord DMS amo minha escola, fui pra Rio do ouro. Me sinto muito livre. (estou escrevendo isso drogado)"
2018-11-28,28 de novembro,quarta-feira,11:00,bem,"ouvindo música | boa refeição | cozinhar | droga","meio tonto fazendo comida KKKKKKKKKKK"
2018-11-28,28 de novembro,quarta-feira,07:12,bem,"","ok acordei agr e não lembro de porra de ontem nenhuma"
2018-11-27,27 de novembro,terça-feira,21:28,bem,"droga","agora tá dando muito muito sono"
2018-11-27,27 de novembro,terça-feira,19:36,bem,"droga","definitivamente estou na Disney  Efeitos:  estou confuso;  esqueço com uma leve velocidade;  consigo concluir pensamentos simples e raciocínios até agr;  não estou muito bem defenitivamente  tá dando uma tontura do caralho  dor de cabeça as vezes  *19:46*  agr tô muito tonto ao ponto de ficar cambaleando pela casa"
2018-11-27,27 de novembro,terça-feira,19:14,bem,"Alprazolam","acabei de. tomar. 1mg de. Rivotril"
2018-11-27,27 de novembro,terça-feira,17:28,apaixonado,"na escola","olhei pra essa arrombada eu quis casar com ela, tratar como neném, comer. ela, beija, conhecer aquele corpo lindo aff cara só queria namorar essa puta Thifany"
2018-11-27,27 de novembro,terça-feira,16:00,bem,"na escola","desci ventinho gostoso e brabo fino do fino aqui embaixo"
2018-11-26,26 de novembro,segunda-feira,01:20,bem,"ouvindo música | violão","tocando o fino de redbone"
